,airline_name,airline_iata,airline_icao,callsign,airline_country
3830,Ethiopian Airlines,ET,ETH,ETHIOPIAN,Ethiopia
3831,China United Airlines,HR,CUA,LIANHANG,China
3832,Xiamen Airlines,MF,CXA,XIAMEN AIR,China
3833,Tropic Air,PM,TOS,TROPISER,Belize
3834,Delta Air Lines,DL,DAL,DELTA,United States
3835,Frontier Airlines,F9,FFT,FRONTIER FLIGHT,United States
3836,Air Canada,AC,ACA,AIR CANADA,Canada
3837,Spring Airlines,9S,CQH,AIR SPRING,China
3838,Shanghai Airlines,FM,CSH,SHANGHAI AIR,China
3839,American Airlines,AA,AAL,AMERICAN,United States
3840,Spring Airlines,9S,CQH,AIR SPRING,China
3841,Indonesia AirAsia,QZ,AWQ,WAGON AIR,Indonesia
3842,Alaska Airlines,AS,ASA, Inc.,ALASKA
3843,Wings Air,IW,WON,WINGS ABADI,Indonesia
3844,AirAsia,AK,AXM,ASIAN EXPRESS,Malaysia
3845,Jeju Air,7C,JJA,JEJU AIR,Republic of Korea
3846,Spring Airlines,9S,CQH,AIR SPRING,China
3847,Hainan Airlines,HU,CHH,HAINAN,China
3848,United Airlines,UA,UAL,UNITED,United States
3849,Ural Airlines,U6,SVR,SVERDLOVSK AIR,Russia
3850,American Airlines,AA,AAL,AMERICAN,United States
3851,Indonesia AirAsia,QZ,AWQ,WAGON AIR,Indonesia
3852,Tropic Air,PM,TOS,TROPISER,Belize
3853,Cape Air,9K,KAP,CAIR,United States
3854,Ethiopian Airlines,ET,ETH,ETHIOPIAN,Ethiopia
3855,Sriwijaya Air,SJ,SJY,SRIWIJAYA,Indonesia
3856,Malaysia Airlines,MH,MAS,MALAYSIAN,Malaysia
3857,Cape Air,9K,KAP,CAIR,United States
3858,Nok Air,DD,NOK,NOK AIR,Thailand
3859,Jeju Air,7C,JJA,JEJU AIR,Republic of Korea
3860,Shandong Airlines,SC,CDG,SHANDONG,China
3861,Malaysia Airlines,MH,MAS,MALAYSIAN,Malaysia
3862,China Southern Airlines,CZ,CSN,CHINA SOUTHERN,China
3863,Nok Air,DD,NOK,NOK AIR,Thailand
3864,Xiamen Airlines,MF,CXA,XIAMEN AIR,China
3865,Air Canada,AC,ACA,AIR CANADA,Canada
3866,Frontier Airlines,F9,FFT,FRONTIER FLIGHT,United States
3867,Turkish Airlines,TK,THY,TURKAIR,Turkey
3868,American Airlines,AA,AAL,AMERICAN,United States
3869,China Eastern Airlines,MU,CES,CHINA EASTERN,China
3870,Air Canada,AC,ACA,AIR CANADA,Canada
3871,Tropic Air,PM,TOS,TROPISER,Belize
3872,American Airlines,AA,AAL,AMERICAN,United States
3873,China United Airlines,HR,CUA,LIANHANG,China
3874,China Southern Airlines,CZ,CSN,CHINA SOUTHERN,China
3875,Xiamen Airlines,MF,CXA,XIAMEN AIR,China
3876,Turkish Airlines,TK,THY,TURKAIR,Turkey
3877,Sriwijaya Air,SJ,SJY,SRIWIJAYA,Indonesia
3878,Air Canada,AC,ACA,AIR CANADA,Canada
3879,Alaska Airlines,AS,ASA, Inc.,ALASKA
3880,Ethiopian Airlines,ET,ETH,ETHIOPIAN,Ethiopia
3881,Thai AirAsia,FD,AIQ,THAI ASIA,Thailand
3882,Air Canada,AC,ACA,AIR CANADA,Canada
3883,Ethiopian Airlines,ET,ETH,ETHIOPIAN,Ethiopia
3884,S7 Airlines,S7,SBI,SIBERIAN AIRLINES,Russia
3885,Sriwijaya Air,SJ,SJY,SRIWIJAYA,Indonesia
3886,Skymark Airlines,BC,SKY,SKYMARK,Japan
3887,Maya Island Air,MW,MYD,MYLAND,Belize
3888,Air China,CA,CCA,AIR CHINA,China
3889,Allegiant Air,G4,AAY,ALLEGIANT,United States
3890,United Airlines,UA,UAL,UNITED,United States
3891,China Southern Airlines,CZ,CSN,CHINA SOUTHERN,China
3892,Qatar Airways,QR,QTR,QATARI,Qatar
3893,Malaysia Airlines,MH,MAS,MALAYSIAN,Malaysia
3894,Air New Zealand,NZ,ANZ,NEW ZEALAND,New Zealand
3895,Air New Zealand,NZ,ANZ,NEW ZEALAND,New Zealand
3896,Spirit Airlines,NK,NKS,SPIRIT WINGS,United States
3897,Juneyao Airlines,HO,DKH,JUNEYAO AIRLINES,China
3898,Cape Air,9K,KAP,CAIR,United States
3899,Juneyao Airlines,HO,DKH,JUNEYAO AIRLINES,China
3900,Wizz Air,W6,WZZ,WIZZ AIR,Hungary
3901,Xiamen Airlines,MF,CXA,XIAMEN AIR,China
3902,Qatar Airways,QR,QTR,QATARI,Qatar
3903,Philippine Airlines,PR,PAL,PHILIPPINE,Philippines
3904,Shanghai Airlines,FM,CSH,SHANGHAI AIR,China
3905,Shandong Airlines,SC,CDG,SHANDONG,China
3906,Maya Island Air,MW,MYD,MYLAND,Belize
3907,American Airlines,AA,AAL,AMERICAN,United States
3908,Air China,CA,CCA,AIR CHINA,China
3909,Hainan Airlines,HU,CHH,HAINAN,China
3910,Ural Airlines,U6,SVR,SVERDLOVSK AIR,Russia
3911,American Airlines,AA,AAL,AMERICAN,United States
3912,Xiamen Airlines,MF,CXA,XIAMEN AIR,China
3913,Maya Island Air,MW,MYD,MYLAND,Belize
3914,Cape Air,9K,KAP,CAIR,United States
3915,Cape Air,9K,KAP,CAIR,United States
3916,Ural Airlines,U6,SVR,SVERDLOVSK AIR,Russia
3917,Nok Air,DD,NOK,NOK AIR,Thailand
3918,Air New Zealand,NZ,ANZ,NEW ZEALAND,New Zealand
3919,Shenzhen Airlines,ZH,CSZ,SHENZHEN AIR,China
3920,British Airways,BA,BAW,SPEEDBIRD,United Kingdom
3921,Shenzhen Airlines,ZH,CSZ,SHENZHEN AIR,China
3922,China United Airlines,HR,CUA,LIANHANG,China
3923,Sichuan Airlines,3U,CSC,SI CHUAN,China
3924,Jeju Air,7C,JJA,JEJU AIR,Republic of Korea
3925,Maya Island Air,MW,MYD,MYLAND,Belize
3926,American Airlines,AA,AAL,AMERICAN,United States
3927,Spring Airlines,9S,CQH,AIR SPRING,China
3928,Delta Air Lines,DL,DAL,DELTA,United States
3929,United Airlines,UA,UAL,UNITED,United States
3930,Qatar Airways,QR,QTR,QATARI,Qatar
3931,China Eastern Airlines,MU,CES,CHINA EASTERN,China
3932,Spirit Airlines,NK,NKS,SPIRIT WINGS,United States
3933,JetBlue Airways,B6,JBU,JETBLUE,United States
3934,Tropic Air,PM,TOS,TROPISER,Belize
3935,Turkish Airlines,TK,THY,TURKAIR,Turkey
3936,AirAsia,AK,AXM,ASIAN EXPRESS,Malaysia
3937,Spirit Airlines,NK,NKS,SPIRIT WINGS,United States
3938,Tropic Air,PM,TOS,TROPISER,Belize
3939,Xiamen Airlines,MF,CXA,XIAMEN AIR,China
3940,Wizz Air,W6,WZZ,WIZZ AIR,Hungary
3941,Sichuan Airlines,3U,CSC,SI CHUAN,China
3942,British Airways,BA,BAW,SPEEDBIRD,United Kingdom
3943,Ethiopian Airlines,ET,ETH,ETHIOPIAN,Ethiopia
3944,Spirit Airlines,NK,NKS,SPIRIT WINGS,United States
3945,AirAsia,AK,AXM,ASIAN EXPRESS,Malaysia
3946,Spirit Airlines,NK,NKS,SPIRIT WINGS,United States
3947,Alaska Airlines,AS,ASA, Inc.,ALASKA
3948,Frontier Airlines,F9,FFT,FRONTIER FLIGHT,United States
3949,Spirit Airlines,NK,NKS,SPIRIT WINGS,United States
3950,Cape Air,9K,KAP,CAIR,United States
3951,Hainan Airlines,HU,CHH,HAINAN,China
3952,Delta Air Lines,DL,DAL,DELTA,United States
3953,Tropic Air,PM,TOS,TROPISER,Belize
3954,Air France,AF,AFR,AIRFRANS,France
3955,Indonesia AirAsia,QZ,AWQ,WAGON AIR,Indonesia
3956,Southwest Airlines,WN,SWA,SOUTHWEST,United States
3957,Royal Air Maroc,AT,RAM,ROYALAIR MAROC,Morocco
3958,Air New Zealand,NZ,ANZ,NEW ZEALAND,New Zealand
3959,Nok Air,DD,NOK,NOK AIR,Thailand
3960,Qatar Airways,QR,QTR,QATARI,Qatar
3961,Turkish Airlines,TK,THY,TURKAIR,Turkey
3962,Philippine Airlines,PR,PAL,PHILIPPINE,Philippines
3963,JetBlue Airways,B6,JBU,JETBLUE,United States
3964,Wings Air,IW,WON,WINGS ABADI,Indonesia
3965,Hainan Airlines,HU,CHH,HAINAN,China
3966,Delta Air Lines,DL,DAL,DELTA,United States
3967,Southwest Airlines,WN,SWA,SOUTHWEST,United States
3968,Tropic Air,PM,TOS,TROPISER,Belize
3969,Delta Air Lines,DL,DAL,DELTA,United States
3970,Vietnam Airlines,VN,HVN,VIET NAM AIRLINES,Vietnam
3971,S7 Airlines,S7,SBI,SIBERIAN AIRLINES,Russia
3972,Malaysia Airlines,MH,MAS,MALAYSIAN,Malaysia
3973,Cape Air,9K,KAP,CAIR,United States
3974,Wizz Air,W6,WZZ,WIZZ AIR,Hungary
3975,Nok Air,DD,NOK,NOK AIR,Thailand
3976,Frontier Airlines,F9,FFT,FRONTIER FLIGHT,United States
3977,Vietnam Airlines,VN,HVN,VIET NAM AIRLINES,Vietnam
3978,Air Canada,AC,ACA,AIR CANADA,Canada
3979,Wizz Air,W6,WZZ,WIZZ AIR,Hungary
3980,Air France,AF,AFR,AIRFRANS,France
3981,Spring Airlines,9S,CQH,AIR SPRING,China
3982,Southwest Airlines,WN,SWA,SOUTHWEST,United States
3983,China Eastern Airlines,MU,CES,CHINA EASTERN,China
3984,China Southern Airlines,CZ,CSN,CHINA SOUTHERN,China
3985,Air Canada,AC,ACA,AIR CANADA,Canada
3986,Cape Air,9K,KAP,CAIR,United States
3987,United Airlines,UA,UAL,UNITED,United States
3988,Air France,AF,AFR,AIRFRANS,France
3989,Shandong Airlines,SC,CDG,SHANDONG,China
3990,Tropic Air,PM,TOS,TROPISER,Belize
3991,Hainan Airlines,HU,CHH,HAINAN,China
3992,Delta Air Lines,DL,DAL,DELTA,United States
3993,Sichuan Airlines,3U,CSC,SI CHUAN,China
3994,Air France,AF,AFR,AIRFRANS,France
3995,Qatar Airways,QR,QTR,QATARI,Qatar
3996,Thai AirAsia,FD,AIQ,THAI ASIA,Thailand
3997,Tropic Air,PM,TOS,TROPISER,Belize
3998,American Airlines,AA,AAL,AMERICAN,United States
3999,United Airlines,UA,UAL,UNITED,United States
4000,Skymark Airlines,BC,SKY,SKYMARK,Japan
4001,British Airways,BA,BAW,SPEEDBIRD,United Kingdom
4002,Shanghai Airlines,FM,CSH,SHANGHAI AIR,China
4003,Air China,CA,CCA,AIR CHINA,China
4004,Hainan Airlines,HU,CHH,HAINAN,China
4005,Vietnam Airlines,VN,HVN,VIET NAM AIRLINES,Vietnam
4006,Frontier Airlines,F9,FFT,FRONTIER FLIGHT,United States
4007,Cape Air,9K,KAP,CAIR,United States
4008,Cape Air,9K,KAP,CAIR,United States
4009,Allegiant Air,G4,AAY,ALLEGIANT,United States
4010,Wizz Air,W6,WZZ,WIZZ AIR,Hungary
4011,Ural Airlines,U6,SVR,SVERDLOVSK AIR,Russia
4012,Xiamen Airlines,MF,CXA,XIAMEN AIR,China
4013,Juneyao Airlines,HO,DKH,JUNEYAO AIRLINES,China
4014,Shanghai Airlines,FM,CSH,SHANGHAI AIR,China
4015,Hainan Airlines,HU,CHH,HAINAN,China
4016,China Southern Airlines,CZ,CSN,CHINA SOUTHERN,China
4017,Wings Air,IW,WON,WINGS ABADI,Indonesia
4018,Southwest Airlines,WN,SWA,SOUTHWEST,United States
4019,Vietnam Airlines,VN,HVN,VIET NAM AIRLINES,Vietnam
4020,Juneyao Airlines,HO,DKH,JUNEYAO AIRLINES,China
4021,China Southern Airlines,CZ,CSN,CHINA SOUTHERN,China
4022,Maya Island Air,MW,MYD,MYLAND,Belize
4023,Delta Air Lines,DL,DAL,DELTA,United States
4024,Jeju Air,7C,JJA,JEJU AIR,Republic of Korea
4025,Juneyao Airlines,HO,DKH,JUNEYAO AIRLINES,China
4026,British Airways,BA,BAW,SPEEDBIRD,United Kingdom
4027,Sriwijaya Air,SJ,SJY,SRIWIJAYA,Indonesia
4028,Turkish Airlines,TK,THY,TURKAIR,Turkey
4029,JetBlue Airways,B6,JBU,JETBLUE,United States
4030,Sichuan Airlines,3U,CSC,SI CHUAN,China
4031,Cape Air,9K,KAP,CAIR,United States
4032,China Southern Airlines,CZ,CSN,CHINA SOUTHERN,China
4033,Shenzhen Airlines,ZH,CSZ,SHENZHEN AIR,China
4034,Oman Air,WY,OMA,OMAN AIR,Oman
4035,Air New Zealand,NZ,ANZ,NEW ZEALAND,New Zealand
4036,Jeju Air,7C,JJA,JEJU AIR,Republic of Korea
4037,Indonesia AirAsia,QZ,AWQ,WAGON AIR,Indonesia
4038,American Airlines,AA,AAL,AMERICAN,United States
4039,Jeju Air,7C,JJA,JEJU AIR,Republic of Korea
4040,Nok Air,DD,NOK,NOK AIR,Thailand
4041,Malaysia Airlines,MH,MAS,MALAYSIAN,Malaysia
4042,Hawaiian Airlines,HA,HAL,HAWAIIAN,United States
4043,Sriwijaya Air,SJ,SJY,SRIWIJAYA,Indonesia
4044,Allegiant Air,G4,AAY,ALLEGIANT,United States
4045,Vietnam Airlines,VN,HVN,VIET NAM AIRLINES,Vietnam
4046,Delta Air Lines,DL,DAL,DELTA,United States
4047,American Airlines,AA,AAL,AMERICAN,United States
4048,Southwest Airlines,WN,SWA,SOUTHWEST,United States
4049,Air China,CA,CCA,AIR CHINA,China
4050,China United Airlines,HR,CUA,LIANHANG,China
4051,Oman Air,WY,OMA,OMAN AIR,Oman
4052,Xiamen Airlines,MF,CXA,XIAMEN AIR,China
4053,Cape Air,9K,KAP,CAIR,United States
4054,Skymark Airlines,BC,SKY,SKYMARK,Japan
4055,Air China,CA,CCA,AIR CHINA,China
4056,Malaysia Airlines,MH,MAS,MALAYSIAN,Malaysia
4057,China United Airlines,HR,CUA,LIANHANG,China
4058,S7 Airlines,S7,SBI,SIBERIAN AIRLINES,Russia
4059,Juneyao Airlines,HO,DKH,JUNEYAO AIRLINES,China
4060,China United Airlines,HR,CUA,LIANHANG,China
4061,Cape Air,9K,KAP,CAIR,United States
4062,United Airlines,UA,UAL,UNITED,United States
4063,Philippine Airlines,PR,PAL,PHILIPPINE,Philippines
4064,Air France,AF,AFR,AIRFRANS,France
4065,Xiamen Airlines,MF,CXA,XIAMEN AIR,China
4066,Air France,AF,AFR,AIRFRANS,France
4067,Shanghai Airlines,FM,CSH,SHANGHAI AIR,China
4068,Southwest Airlines,WN,SWA,SOUTHWEST,United States
4069,JetBlue Airways,B6,JBU,JETBLUE,United States
4070,American Airlines,AA,AAL,AMERICAN,United States
4071,Qatar Airways,QR,QTR,QATARI,Qatar
4072,Royal Air Maroc,AT,RAM,ROYALAIR MAROC,Morocco
4073,Qatar Airways,QR,QTR,QATARI,Qatar
4074,AirAsia,AK,AXM,ASIAN EXPRESS,Malaysia
4075,Turkish Airlines,TK,THY,TURKAIR,Turkey
4076,Sriwijaya Air,SJ,SJY,SRIWIJAYA,Indonesia
4077,Oman Air,WY,OMA,OMAN AIR,Oman
4078,Hawaiian Airlines,HA,HAL,HAWAIIAN,United States
4079,AirAsia,AK,AXM,ASIAN EXPRESS,Malaysia
4080,Ethiopian Airlines,ET,ETH,ETHIOPIAN,Ethiopia
