,origin_airport_name,origin_airport_city,origin_airport_country,origin_airport_iata,origin_icao,origin_lat,origin_long,origin_altitude,origin_timezone
960,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.54,-81.76,30.0,America/New_York
961,Dallas Love Field,Dallas,United States,DAL,KDAL,32.85,-96.85,487.0,America/Chicago
962,Malvinas Argentinas Airport,Ushuaia,Argentina,USH,SAWH,-54.84,-68.3,102.0,America/Argentina/Ushuaia
963,Viru Viru International Airport,Santa Cruz,Bolivia,VVI,SLVR,-17.64,-63.14,1224.0,America/La_Paz
964,Viracopos International Airport,Campinas,Brazil,VCP,SBKP,-23.01,-47.13,2170.0,America/Sao_Paulo
965,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,LSGG,46.24,6.11,1411.0,Europe/Paris
966,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,KUL,WMKK,2.75,101.71,69.0,Asia/Kuala_Lumpur
967,Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.45,-1.75,327.0,Europe/London
968,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.08,121.23,106.0,Asia/Taipei
969,Marseille Provence Airport,Marseille,France,MRS,LFML,43.44,5.22,74.0,Europe/Paris
970,Lyon Saint-Exupéry Airport,Lyon,France,LYS,LFLL,45.73,5.08,821.0,Europe/Paris
971,El Calafate Airport,El Calafate,Argentina,FTE,SAWC,-50.28,-72.05,669.0,America/Argentina/Rio_Gallegos
972,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.49,-81.69,30.0,America/New_York
973,Ástor Piazzola International Airport,Mar Del Plata,Argentina,MDQ,SAZM,-37.93,-57.57,72.0,America/Buenos_Aires
974,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,DPS,WADD,-8.75,115.17,14.0,Asia/Makassar
975,Falcone–Borsellino Airport,Palermo,Italy,PMO,LICJ,38.18,13.09,65.0,Europe/Rome
976,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,TUC,SANT,-26.84,-65.1,1493.0,America/Argentina/Tucuman
977,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,TJSJ,18.44,-66.0,9.0,America/Puerto_Rico
978,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,SBGL,-22.81,-43.25,28.0,America/Sao_Paulo
979,Zhoushuizi Airport,Dalian,China,DLC,ZYTL,38.97,121.54,107.0,Asia/Shanghai
980,Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.63,9.99,53.0,Europe/Berlin
981,,,,,,,,,
982,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94,-118.41,125.0,America/Los_Angeles
983,Miami International Airport,Miami,United States,MIA,KMIA,25.79,-80.29,8.0,America/New_York
984,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,MMPR,20.68,-105.25,23.0,America/Mexico_City
985,Naha Airport,Okinawa,Japan,OKA,ROAH,26.2,127.65,12.0,Asia/Tokyo
986,Ellison Onizuka Kona International At Keahole Airport,Kona,United States,KOA,PHKO,19.74,-156.05,47.0,Pacific/Honolulu
987,Ürümqi Diwopu International Airport,Urumqi,China,URC,ZWWW,43.91,87.47,2125.0,Asia/Shanghai
988,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,CRD,SAVC,-45.79,-67.47,189.0,America/Catamarca
989,Taoxian Airport,Shenyang,China,SHE,ZYTX,41.64,123.48,198.0,Asia/Shanghai
990,Xining Caojiabu Airport,Xining,China,XNN,ZLXN,36.53,102.04,7119.0,Asia/Shanghai
991,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.47,-0.46,83.0,Europe/London
992,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.96,-119.38,1421.0,America/Vancouver
993,San Pedro Airport,San Pedro,Belize,SPR,MZSP,17.91,-87.97,4.0,America/Belize
994,Milano Linate Airport,Milan,Italy,LIN,LIML,45.45,9.28,353.0,Europe/Rome
995,Malpensa International Airport,Milano,Italy,MXP,LIMC,45.63,8.73,768.0,Europe/Rome
996,Tokyo Haneda International Airport,Tokyo,Japan,HND,RJTT,35.55,139.78,35.0,Asia/Tokyo
997,Cancún International Airport,Cancun,Mexico,CUN,MMUN,21.04,-86.88,22.0,America/Cancun
998,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.69,-74.17,18.0,America/New_York
999,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,SAEZ,-34.82,-58.54,67.0,America/Buenos_Aires
1000,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.42,-6.27,242.0,Europe/Dublin
1001,Almirante Marco Andres Zar Airport,Trelew,Argentina,REL,SAVT,-43.21,-65.27,141.0,America/Catamarca
1002,Simferopol International Airport,Simferopol,Ukraine,SIP,UKFF,45.05,33.98,639.0,Europe/Simferopol
1003,Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.45,-122.31,433.0,America/Los_Angeles
1004,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,SBGL,-22.81,-43.25,28.0,America/Sao_Paulo
1005,Tolmachevo Airport,Novosibirsk,Russia,OVB,UNNT,55.01,82.65,365.0,Asia/Krasnoyarsk
1006,Hercílio Luz International Airport,Florianopolis,Brazil,FLN,SBFL,-27.67,-48.55,16.0,America/Sao_Paulo
1007,Riga International Airport,Riga,Latvia,RIX,EVRA,56.92,23.97,36.0,Europe/Riga
1008,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,UDI,SBUL,-18.88,-48.23,3094.0,America/Sao_Paulo
1009,Fuerteventura Airport,Fuerteventura,Spain,FUE,GCFV,28.45,-13.86,85.0,Atlantic/Canary
1010,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,UDI,SBUL,-18.88,-48.23,3094.0,America/Sao_Paulo
1011,Jorge Wilsterman International Airport,Cochabamba,Bolivia,CBB,SLCB,-17.42,-66.18,8360.0,America/La_Paz
1012,Afonso Pena Airport,Curitiba,Brazil,CWB,SBCT,-25.53,-49.18,2988.0,America/Sao_Paulo
1013,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.98,-87.9,672.0,America/Chicago
1014,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.94,-118.41,125.0,America/Los_Angeles
1015,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,HER,LGIR,35.34,25.18,115.0,Europe/Athens
1016,Simferopol International Airport,Simferopol,Ukraine,SIP,UKFF,45.05,33.98,639.0,Europe/Simferopol
1017,Don Mueang International Airport,Bangkok,Thailand,DMK,VTBD,13.91,100.61,9.0,Asia/Bangkok
1018,Marechal Rondon Airport,Cuiaba,Brazil,CGB,SBCY,-15.65,-56.12,617.0,America/Campo_Grande
1019,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,MMPR,20.68,-105.25,23.0,America/Mexico_City
1020,Platov International Airport,Rostov,Russia,ROV,URRP,47.49,39.92,213.0,Europe/Moscow
1021,Eleftherios Venizelos International Airport,Athens,Greece,ATH,LGAV,37.94,23.94,308.0,Europe/Athens
1022,Naples International Airport,Naples,Italy,NAP,LIRN,40.89,14.29,294.0,Europe/Rome
1023,Mineralnyye Vody Airport,Mineralnye Vody,Russia,MRV,URMM,44.23,43.08,1054.0,Europe/Moscow
1024,Salgado Filho Airport,Porto Alegre,Brazil,POA,SBPA,-29.99,-51.17,11.0,America/Sao_Paulo
1025,Baita International Airport,Hohhot,China,HET,ZBHH,40.85,111.82,3556.0,Asia/Shanghai
1026,Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.3,2.08,12.0,Europe/Madrid
1027,Dublin Airport,Dublin,Ireland,DUB,EIDW,53.42,-6.27,242.0,Europe/Dublin
1028,,,,,,,,,
1029,Lanzhou Zhongchuan Airport,Lanzhou,China,LHW,ZLLL,36.52,103.62,6388.0,Asia/Shanghai
1030,Kurumoch International Airport,Samara,Russia,KUF,UWWW,53.5,50.16,477.0,Europe/Samara
1031,Cheddi Jagan International Airport,Georgetown,Guyana,GEO,SYCJ,6.5,-58.25,95.0,America/Guyana
1032,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.89,-76.2,26.0,America/New_York
1033,London Luton Airport,London,United Kingdom,LTN,EGGW,51.87,-0.37,526.0,Europe/London
1034,Ernesto Cortissoz International Airport,Barranquilla,Colombia,BAQ,SKBQ,10.89,-74.78,98.0,America/Bogota
1035,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,SAEZ,-34.82,-58.54,67.0,America/Buenos_Aires
1036,Ontario International Airport,Ontario,United States,ONT,KONT,34.06,-117.6,944.0,America/Los_Angeles
1037,Simferopol International Airport,Simferopol,Ukraine,SIP,UKFF,45.05,33.98,639.0,Europe/Simferopol
1038,General Mitchell International Airport,Milwaukee,United States,MKE,KMKE,42.95,-87.9,723.0,America/Chicago
1039,Venice Marco Polo Airport,Venice,Italy,VCE,LIPZ,45.51,12.35,7.0,Europe/Rome
1040,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.31,4.76,-11.0,Europe/Amsterdam
1041,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,IQT,SPQT,-3.7800000000000002,-73.31,306.0,America/Lima
1042,King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,24.96,46.7,2049.0,Asia/Riyadh
1043,Milano Linate Airport,Milan,Italy,LIN,LIML,45.45,9.28,353.0,Europe/Rome
1044,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.31,4.76,-11.0,Europe/Amsterdam
1045,,,,,,,,,
1046,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,GDL,MMGL,20.52,-103.31,5016.0,America/Mexico_City
1047,Ontario International Airport,Ontario,United States,ONT,KONT,34.06,-117.6,944.0,America/Los_Angeles
1048,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,LIRF,41.8,12.24,13.0,Europe/Rome
1049,Cancún International Airport,Cancun,Mexico,CUN,MMUN,21.04,-86.88,22.0,America/Cancun
1050,Ibiza Airport,Ibiza,Spain,IBZ,LEIB,38.87,1.37,24.0,Europe/Madrid
1051,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.11,16.57,600.0,Europe/Vienna
1052,Haikou Meilan International Airport,Haikou,China,HAK,ZJHK,19.93,110.46,75.0,Asia/Shanghai
1053,Andrés Sabella Gálvez International Airport,Antofagasta,Chile,ANF,SCFA,-23.44,-70.45,455.0,America/Santiago
1054,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,MMMX,19.44,-99.07,7316.0,America/Mexico_City
1055,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU,SPRU,-8.08,-79.11,106.0,America/Lima
1056,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,LIPE,44.54,11.29,123.0,Europe/Rome
1057,Incheon International Airport,Seoul,South Korea,ICN,RKSI,37.47,126.45,23.0,Asia/Seoul
1058,Salt Lake City International Airport,Salt Lake City,United States,SLC,KSLC,40.79,-111.98,4227.0,America/Denver
1059,Vnukovo International Airport,Moscow,Russia,VKO,UUWW,55.59,37.26,685.0,Europe/Moscow
1060,Faro Airport,Faro,Portugal,FAO,LPFR,37.01,-7.97,24.0,Europe/Lisbon
1061,,,,,,,,,
1062,General Mariano Escobedo International Airport,Monterrey,Mexico,MTY,MMMY,25.78,-100.11,1278.0,America/Mexico_City
1063,Khrabrovo Airport,Kaliningrad,Russia,KGD,UMKK,54.89,20.59,42.0,Europe/Kaliningrad
1064,Chennai International Airport,Madras,India,MAA,VOMM,12.99,80.17,52.0,Asia/Calcutta
1065,Juanda International Airport,Surabaya,Indonesia,SUB,WARR,-7.38,112.79,9.0,Asia/Jakarta
1066,Tianjin Binhai International Airport,Tianjin,China,TSN,ZBTJ,39.12,117.35,10.0,Asia/Shanghai
1067,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,Bolivia,TDD,SLTR,-14.82,-64.92,509.0,America/La_Paz
1068,Mehrabad International Airport,Teheran,Iran,THR,OIII,35.69,51.31,3962.0,Asia/Tehran
1069,Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.07,-79.38,135.0,America/Panama
1070,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,33.43,-112.01,1135.0,America/Phoenix
1071,Santa Genoveva Airport,Goiania,Brazil,GYN,SBGO,-16.63,-49.22,2450.0,America/Sao_Paulo
1072,Copenhagen Kastrup Airport,Copenhagen,Denmark,CPH,EKCH,55.62,12.66,17.0,Europe/Copenhagen
1073,Nice-Côte d'Azur Airport,Nice,France,NCE,LFMN,43.66,7.22,12.0,Europe/Paris
1074,Zhoushuizi Airport,Dalian,China,DLC,ZYTL,38.97,121.54,107.0,Asia/Shanghai
1075,Malvinas Argentinas Airport,Ushuaia,Argentina,USH,SAWH,-54.84,-68.3,102.0,America/Argentina/Ushuaia
1076,Sacramento International Airport,Sacramento,United States,SMF,KSMF,38.7,-121.59,27.0,America/Los_Angeles
1077,Yaoqiang Airport,Jinan,China,TNA,ZSJN,36.86,117.22,76.0,Asia/Shanghai
1078,Tribhuvan International Airport,Kathmandu,Nepal,KTM,VNKT,27.7,85.36,4390.0,Asia/Katmandu
1079,John Glenn Columbus International Airport,Columbus,United States,CMH,KCMH,40.0,-82.89,815.0,America/New_York
1080,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL,SBBE,-1.38,-48.48,54.0,America/Belem
1081,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,BWI,KBWI,39.18,-76.67,146.0,America/New_York
1082,Senador Petrônio Portela Airport,Teresina,Brazil,THE,SBTE,-5.06,-42.82,219.0,America/Fortaleza
1083,Nanchang Changbei International Airport,Nanchang,China,KHN,ZSCN,28.86,115.9,143.0,Asia/Shanghai
1084,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,CRD,SAVC,-45.79,-67.47,189.0,America/Catamarca
1085,Kansai International Airport,Osaka,Japan,KIX,RJBB,34.43,135.24,26.0,Asia/Tokyo
1086,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,KCVG,39.05,-84.67,896.0,America/New_York
1087,Simferopol International Airport,Simferopol,Ukraine,SIP,UKFF,45.05,33.98,639.0,Europe/Simferopol
1088,Andrés Sabella Gálvez International Airport,Antofagasta,Chile,ANF,SCFA,-23.44,-70.45,455.0,America/Santiago
1089,Tirana International Airport Mother Teresa,Tirana,Albania,TIA,LATI,41.41,19.72,126.0,Europe/Tirane
1090,General Mariano Escobedo International Airport,Monterrey,Mexico,MTY,MMMY,25.78,-100.11,1278.0,America/Mexico_City
1091,Václav Havel Airport Prague,Prague,Czech Republic,PRG,LKPR,50.1,14.26,1247.0,Europe/Prague
1092,Chicago Midway International Airport,Chicago,United States,MDW,KMDW,41.79,-87.75,620.0,America/Chicago
1093,Cheddi Jagan International Airport,Georgetown,Guyana,GEO,SYCJ,6.5,-58.25,95.0,America/Guyana
1094,Hasanuddin International Airport,Ujung Pandang,Indonesia,UPG,WAAA,-5.06,119.55,47.0,Asia/Makassar
1095,New Chitose Airport,Sapporo,Japan,CTS,RJCC,42.78,141.69,82.0,Asia/Tokyo
1096,Calgary International Airport,Calgary,Canada,YYC,CYYC,51.11,-114.02,3557.0,America/Edmonton
1097,,,,,,,,,
1098,Camilo Daza International Airport,Cucuta,Colombia,CUC,SKCC,7.93,-72.51,1096.0,America/Bogota
1099,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL,SBBE,-1.38,-48.48,54.0,America/Belem
1100,El Calafate Airport,El Calafate,Argentina,FTE,SAWC,-50.28,-72.05,669.0,America/Argentina/Rio_Gallegos
1101,Hasanuddin International Airport,Ujung Pandang,Indonesia,UPG,WAAA,-5.06,119.55,47.0,Asia/Makassar
1102,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,LIPE,44.54,11.29,123.0,Europe/Rome
1103,Xi'an Xianyang International Airport,Xi'an,China,XIY,ZLXY,34.45,108.75,1572.0,Asia/Shanghai
1104,Comandante Espora Airport,Bahia Blanca,Argentina,BHI,SAZB,-38.73,-62.17,246.0,America/Buenos_Aires
1105,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,IQT,SPQT,-3.7800000000000002,-73.31,306.0,America/Lima
1106,,,,,,,,,
1107,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,TUC,SANT,-26.84,-65.1,1493.0,America/Argentina/Tucuman
1108,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.32,-75.67,374.0,America/Toronto
1109,Dabolim Airport,Goa,India,GOI,VAGO,15.38,73.83,150.0,Asia/Calcutta
1110,General Mariano Escobedo International Airport,Monterrey,Mexico,MTY,MMMY,25.78,-100.11,1278.0,America/Mexico_City
1111,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,PTP,TFFR,16.27,-61.53,36.0,America/Guadeloupe
1112,Rajiv Gandhi International Airport,Hyderabad,India,HYD,VOHS,17.23,78.43,2024.0,
1113,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.75,-90.37,618.0,America/Chicago
1114,Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,Chile,PUQ,SCCI,-53.0,-70.85,139.0,America/Santiago
1115,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,PCL,SPCL,-8.38,-74.57,513.0,America/Lima
1116,Los Garzones Airport,Monteria,Colombia,MTR,SKMR,8.82,-75.83,36.0,America/Bogota
1117,Xining Caojiabu Airport,Xining,China,XNN,ZLXN,36.53,102.04,7119.0,Asia/Shanghai
1118,Jieyang Chaoshan International Airport,Shantou,China,SWA,ZGOW,23.55,116.5,0.0,Asia/Shanghai
1119,Chongqing Jiangbei International Airport,Chongqing,China,CKG,ZUCK,29.72,106.64,1365.0,Asia/Shanghai
1120,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,HER,LGIR,35.34,25.18,115.0,Europe/Athens
1121,Dabolim Airport,Goa,India,GOI,VAGO,15.38,73.83,150.0,Asia/Calcutta
1122,Enrique Olaya Herrera Airport,Medellin,Colombia,EOH,SKMD,6.22,-75.59,4949.0,America/Bogota
1123,"Tromsø Airport,",Tromso,Norway,TOS,ENTC,69.68,18.92,31.0,Europe/Oslo
1124,Vnukovo International Airport,Moscow,Russia,VKO,UUWW,55.59,37.26,685.0,Europe/Moscow
1125,Fuerteventura Airport,Fuerteventura,Spain,FUE,GCFV,28.45,-13.86,85.0,Atlantic/Canary
1126,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.91,-97.24,783.0,America/Winnipeg
1127,Malvinas Argentinas Airport,Ushuaia,Argentina,USH,SAWH,-54.84,-68.3,102.0,America/Argentina/Ushuaia
1128,Rafael Nuñez International Airport,Cartagena,Colombia,CTG,SKCG,10.44,-75.51,4.0,America/Bogota
1129,Sacramento International Airport,Sacramento,United States,SMF,KSMF,38.7,-121.59,27.0,America/Los_Angeles
1130,Nanjing Lukou Airport,Nanjing,China,NKG,ZSNJ,31.74,118.86,49.0,Asia/Shanghai
1131,Dallas Love Field,Dallas,United States,DAL,KDAL,32.85,-96.85,487.0,America/Chicago
1132,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,KRR,URKK,45.03,39.17,118.0,Europe/Moscow
1133,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,COR,SACO,-31.32,-64.21,1604.0,America/Cordoba
1134,Munich Airport,Munich,Germany,MUC,EDDM,48.35,11.79,1487.0,Europe/Berlin
1135,Warsaw Chopin Airport,Warsaw,Poland,WAW,EPWA,52.17,20.97,362.0,Europe/Warsaw
1136,Simón Bolívar International Airport,Santa Marta,Colombia,SMR,SKSM,11.12,-74.23,22.0,America/Bogota
1137,Chennai International Airport,Madras,India,MAA,VOMM,12.99,80.17,52.0,Asia/Calcutta
1138,Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,Malaysia,SZB,WMSA,3.13,101.55,90.0,Asia/Kuala_Lumpur
1139,Málaga Airport,Malaga,Spain,AGP,LEMG,36.67,-4.5,53.0,Europe/Madrid
1140,Jeju International Airport,Cheju,South Korea,CJU,RKPC,33.51,126.49,118.0,Asia/Seoul
1141,Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,22.64,113.81,13.0,Asia/Shanghai
1142,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU,SBGR,-23.44,-46.47,2459.0,America/Sao_Paulo
1143,Silvio Pettirossi International Airport,Asuncion,Paraguay,ASU,SGAS,-25.24,-57.52,292.0,America/Asuncion
1144,Carriel Sur Airport,Concepcion,Chile,CCP,SCIE,-36.77,-73.06,26.0,America/Santiago
1145,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.96,-119.38,1421.0,America/Vancouver
1146,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,GDN,EPGD,54.38,18.47,489.0,Europe/Warsaw
1147,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.49,-81.69,30.0,America/New_York
1148,San Antonio International Airport,San Antonio,United States,SAT,KSAT,29.53,-98.47,809.0,America/Chicago
1149,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,CRD,SAVC,-45.79,-67.47,189.0,America/Catamarca
1150,El Plumerillo Airport,Mendoza,Argentina,MDZ,SAME,-32.83,-68.79,2310.0,America/Mendoza
1151,Platov International Airport,Rostov,Russia,ROV,URRP,47.49,39.92,213.0,Europe/Moscow
1152,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,LIRF,41.8,12.24,13.0,Europe/Rome
1153,Kansai International Airport,Osaka,Japan,KIX,RJBB,34.43,135.24,26.0,Asia/Tokyo
1154,Gustaf III Airport,Gustavia,France,SBH,TFFJ,17.9,-62.84,49.0,
1155,Antalya International Airport,Antalya,Turkey,AYT,LTAI,36.9,30.8,177.0,Europe/Istanbul
1156,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,LIPE,44.54,11.29,123.0,Europe/Rome
1157,Portland International Airport,Portland,United States,PDX,KPDX,45.59,-122.6,31.0,America/Los_Angeles
1158,Il Caravaggio International Airport,Bergamo,Italy,BGY,LIME,45.67,9.7,782.0,Europe/Rome
1159,Chongqing Jiangbei International Airport,Chongqing,China,CKG,ZUCK,29.72,106.64,1365.0,Asia/Shanghai
1160,Louis Armstrong New Orleans International Airport,New Orleans,United States,MSY,KMSY,29.99,-90.26,4.0,America/Chicago
1161,Calgary International Airport,Calgary,Canada,YYC,CYYC,51.11,-114.02,3557.0,America/Edmonton
1162,Eurico de Aguiar Salles Airport,Vitoria,Brazil,VIX,SBVT,-20.26,-40.29,11.0,America/Sao_Paulo
1163,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,TUC,SANT,-26.84,-65.1,1493.0,America/Argentina/Tucuman
1164,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,ELLX,49.62,6.2,1234.0,Europe/Luxembourg
1165,Chiang Mai International Airport,Chiang Mai,Thailand,CNX,VTCC,18.77,98.96,1036.0,Asia/Bangkok
1166,Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,TJSJ,18.44,-66.0,9.0,America/Puerto_Rico
1167,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,MMPR,20.68,-105.25,23.0,America/Mexico_City
1168,Shanghai Hongqiao International Airport,Shanghai,China,SHA,ZSSS,31.2,121.34,10.0,Asia/Shanghai
1169,Charlotte Douglas International Airport,Charlotte,United States,CLT,KCLT,35.21,-80.94,748.0,America/New_York
1170,Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.99,-22.61,171.0,Atlantic/Reykjavik
1171,Sochi International Airport,Sochi,Russia,AER,URSS,43.45,39.96,89.0,Europe/Moscow
1172,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,LIPE,44.54,11.29,123.0,Europe/Rome
1173,Lanzhou Zhongchuan Airport,Lanzhou,China,LHW,ZLLL,36.52,103.62,6388.0,Asia/Shanghai
1174,Tirana International Airport Mother Teresa,Tirana,Albania,TIA,LATI,41.41,19.72,126.0,Europe/Tirane
1175,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.49,-81.69,30.0,America/New_York
